index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP
2057,22200204,1610612749,MIL,1610612737,ATL,2022-23,24,29,2022-11-14,53,30.6,25.5,29.4,23.5,24.6,21.6,101.2,106.6,26.6,21.5,29.3,25.5,0.5607,0.598,0.4631,0.4903,0.4579,0.3999
2050,22200200,1610612766,CHA,1610612753,ORL,2022-23,31,23,2022-11-14,54,26.6,18.5,27.6,18.5,22.8,22.2,99.2,99.6,28.4,22.5,28.4,21.0,0.5214,0.4601,0.4467,0.5126,0.3999,0.4579
2051,22200200,1610612753,ORL,1610612766,CHA,2022-23,23,31,2022-11-14,54,28.7,23.0,29.3,23.0,20.7,22.8,100.8,104.4,28.4,21.0,28.4,22.5,0.598,0.5607,0.5424,0.4892,0.3612,0.42630000000000007
2059,22200203,1610612745,HOU,1610612746,LAC,2022-23,23,31,2022-11-14,54,26.6,21.0,26.4,21.0,21.6,24.6,99.6,99.2,29.8,20.0,30.2,21.0,0.5668,0.6013000000000001,0.4742,0.5014000000000001,0.42630000000000007,0.3612
2052,22200201,1610612738,BOS,1610612760,OKC,2022-23,32,35,2022-11-14,67,31.2,26.5,27.9,21.5,21.3,21.0,104.0,101.6,28.2,18.0,31.9,26.5,0.6013000000000001,0.5668,0.5014000000000001,0.4742,0.4236,0.2751
2056,22200204,1610612737,ATL,1610612749,MIL,2022-23,29,24,2022-11-14,53,27.9,21.5,31.2,26.5,23.9,22.6,102.6,100.0,30.6,23.0,30.1,25.5,0.5027999999999999,0.5428999999999998,0.4665999999999999,0.5253000000000001,0.2751,0.4236
2063,22200202,1610612748,MIA,1610612756,PHX,2022-23,35,31,2022-11-14,66,29.3,23.0,28.7,23.0,22.2,22.8,101.0,102.4,29.3,25.5,26.6,21.5,0.5428999999999998,0.5027999999999999,0.4514,0.4862999999999999,0.4266,0.4364
2058,22200203,1610612746,LAC,1610612745,HOU,2022-23,31,23,2022-11-14,54,27.6,18.5,26.6,18.5,21.0,21.3,102.0,105.2,25.1,18.0,31.2,25.0,0.6039,0.5113000000000001,0.5126,0.4467,0.4364,0.4266
2040,22200209,1610612759,SAS,1610612757,POR,2022-23,29,30,2022-11-15,59,28.3,22.0,27.9,20.0,24.4,22.6,101.2,101.4,31.7,25.0,29.5,21.5,0.5344,0.6139,0.4652000000000001,0.4968999999999999,0.3478,0.3306
2048,22200210,1610612758,SAC,1610612751,BKN,2022-23,36,30,2022-11-15,66,29.1,23.5,30.6,21.5,23.5,22.6,105.0,100.4,31.4,23.0,28.7,22.5,0.5484,0.5462,0.4727,0.5075999999999999,0.3306,0.3478
2045,22200207,1610612742,DAL,1610612746,LAC,2022-23,30,15,2022-11-15,45,29.5,24.0,29.5,22.5,21.7,21.8,98.4,101.4,29.9,23.5,25.1,18.0,0.5824,0.5588,0.4949,0.5323,0.3854,0.38099999999999995
2041,22200209,1610612757,POR,1610612759,SAS,2022-23,30,29,2022-11-15,59,26.5,23.0,30.7,21.5,22.6,24.4,96.4,97.4,29.5,25.0,24.4,18.5,0.5085,0.5667,0.4439999999999999,0.4614,0.38099999999999995,0.3854
2047,22200208,1610612762,UTA,1610612752,NYK,2022-23,27,23,2022-11-15,50,30.4,23.5,28.9,21.5,21.8,20.9,100.4,105.0,28.7,22.5,31.4,23.0,0.6139,0.5344,0.5075999999999999,0.4727,0.43920000000000003,0.3508
2043,22200206,1610612763,MEM,1610612740,NOP,2022-23,35,32,2022-11-15,67,30.7,21.5,26.5,23.0,24.7,24.5,101.4,98.4,26.0,23.0,26.3,21.5,0.5634999999999999,0.6284000000000001,0.5033,0.4824,0.3508,0.43920000000000003
2044,22200207,1610612746,LAC,1610612742,DAL,2022-23,15,30,2022-11-15,45,28.9,21.5,30.4,23.5,20.9,21.8,101.4,101.2,25.1,18.0,29.9,23.5,0.6284000000000001,0.5634999999999999,0.5323,0.4949,0.4447,0.3756
2049,22200210,1610612751,BKN,1610612758,SAC,2022-23,30,36,2022-11-15,66,29.5,22.5,29.5,24.0,22.6,23.5,97.4,96.4,24.4,18.5,29.5,25.0,0.5588,0.5824,0.4824,0.5033,0.3756,0.4447
2046,22200208,1610612752,NYK,1610612762,UTA,2022-23,23,27,2022-11-15,50,30.6,21.5,29.1,23.5,24.5,24.7,106.0,98.8,29.5,21.5,31.7,25.0,0.5462,0.5484,0.4614,0.4439999999999999,0.4147,0.42990000000000006
2042,22200206,1610612740,NOP,1610612763,MEM,2022-23,32,35,2022-11-15,67,27.9,20.0,28.3,22.0,21.8,21.7,98.8,106.0,26.3,21.5,26.0,23.0,0.5667,0.5085,0.4968999999999999,0.4652000000000001,0.42990000000000006,0.4147
2022,22200211,1610612754,IND,1610612766,CHA,2022-23,27,27,2022-11-16,54,27.0,20.5,30.5,25.0,23.3,20.5,106.0,99.6,31.3,26.0,29.2,21.5,0.4711,0.5291,0.3989999999999999,0.4256999999999999,0.2855,0.41740000000000005
2024,22200213,1610612760,OKC,1610612764,WAS,2022-23,29,37,2022-11-16,66,31.7,27.0,30.0,21.5,23.2,22.3,107.2,100.6,31.6,24.0,27.4,19.0,0.6126,0.5628,0.5386,0.5654,0.41740000000000005,0.2855
2029,22200216,1610612749,MIL,1610612739,CLE,2022-23,34,37,2022-11-16,71,30.5,25.0,27.0,20.5,24.1,22.8,100.2,103.8,27.5,23.5,26.0,21.0,0.5641,0.5508,0.4695999999999999,0.4684,0.4473,0.39720000000000005
2023,22200211,1610612766,CHA,1610612754,IND,2022-23,27,27,2022-11-16,54,27.8,19.5,26.8,22.0,22.9,21.4,98.6,105.2,28.5,23.0,29.5,25.5,0.5357999999999999,0.5294000000000001,0.4613999999999999,0.4843,0.39720000000000005,0.4473
2025,22200213,1610612764,WAS,1610612760,OKC,2022-23,37,29,2022-11-16,66,26.0,19.0,29.4,24.0,22.6,24.6,102.6,104.0,28.8,18.5,28.7,18.0,0.4851,0.5841000000000001,0.4256999999999999,0.3989999999999999,0.34080000000000005,0.48760000000000003
2027,22200219,1610612743,DEN,1610612752,NYK,2022-23,27,30,2022-11-16,57,32.5,25.5,29.7,21.5,23.0,21.6,105.6,103.0,26.0,21.0,27.5,23.5,0.6566000000000001,0.5023,0.5654,0.5386,0.48760000000000003,0.34080000000000005
2028,22200216,1610612739,CLE,1610612749,MIL,2022-23,37,34,2022-11-16,71,29.8,22.0,28.2,22.5,23.1,21.9,103.0,105.6,30.2,22.5,28.1,21.5,0.5508,0.5641,0.4661,0.4888,0.44880000000000003,0.3676
2031,22200214,1610612738,BOS,1610612737,ATL,2022-23,30,18,2022-11-16,48,30.5,26.5,29.8,23.5,21.4,22.9,105.2,98.6,28.7,18.0,28.8,18.5,0.5743,0.5535,0.4871000000000001,0.4803,0.3676,0.44880000000000003
2036,22200212,1610612753,ORL,1610612750,MIN,2022-23,24,42,2022-11-16,66,28.2,22.5,29.8,22.0,20.5,23.3,98.8,100.6,28.1,21.0,31.1,25.5,0.6054,0.5829,0.5468999999999999,0.4951,0.3834000000000001,0.40469999999999995
2026,22200219,1610612752,NYK,1610612743,DEN,2022-23,30,27,2022-11-16,57,29.7,21.5,32.5,25.5,24.6,22.6,105.6,103.4,29.2,21.5,31.3,26.0,0.5291,0.4711,0.4423999999999999,0.4319,0.40469999999999995,0.3834000000000001
2039,22200217,1610612740,NOP,1610612741,CHI,2022-23,32,28,2022-11-16,60,27.1,20.0,28.7,20.5,21.8,24.0,99.6,103.2,26.7,21.5,29.0,25.5,0.5449999999999999,0.495,0.4708,0.4589999999999999,0.42989999999999995,0.3856
2034,22200220,1610612744,GSW,1610612756,PHX,2022-23,33,36,2022-11-16,69,29.8,23.5,30.5,26.5,22.2,23.7,103.8,100.2,29.0,25.5,26.7,21.5,0.5787,0.6028,0.4951,0.5468999999999999,0.3856,0.42989999999999995
2020,22200218,1610612742,DAL,1610612745,HOU,2022-23,28,31,2022-11-16,59,29.4,24.0,26.0,19.0,21.6,23.0,97.8,99.4,27.4,19.0,31.6,24.0,0.5829,0.6054,0.4888,0.4661,0.4021,0.32130000000000003
2032,22200215,1610612761,TOR,1610612748,MIA,2022-23,27,31,2022-11-16,58,27.5,22.5,27.4,21.0,23.7,22.2,103.4,105.6,29.5,25.5,28.5,23.0,0.495,0.5449999999999999,0.4319,0.4423999999999999,0.32130000000000003,0.4021
2030,22200214,1610612737,ATL,1610612738,BOS,2022-23,18,30,2022-11-16,48,27.2,21.5,30.5,25.5,24.0,21.8,103.2,99.6,29.8,22.0,27.4,22.0,0.5023,0.6566000000000001,0.4684,0.4695999999999999,0.24180000000000001,0.4563
2021,22200218,1610612745,HOU,1610612742,DAL,2022-23,31,28,2022-11-16,59,26.8,22.0,27.8,19.5,21.3,22.3,99.4,97.8,31.1,25.5,28.1,21.0,0.5841000000000001,0.4851,0.4843,0.4613999999999999,0.4563,0.24180000000000001
2038,22200217,1610612741,CHI,1610612740,NOP,2022-23,28,32,2022-11-16,60,27.4,21.0,27.5,22.5,22.3,23.2,100.6,98.8,28.1,21.5,30.2,22.5,0.5294000000000001,0.5357999999999999,0.4720000000000001,0.5161,0.3587000000000001,0.3949
2037,22200212,1610612750,MIN,1610612753,ORL,2022-23,42,24,2022-11-16,66,30.0,21.5,31.7,27.0,21.9,23.1,104.0,102.6,30.1,22.0,29.7,25.5,0.6028,0.5787,0.5161,0.4720000000000001,0.3949,0.3587000000000001
2033,22200215,1610612748,MIA,1610612761,TOR,2022-23,31,27,2022-11-16,58,30.5,25.5,27.2,21.5,22.3,21.3,100.6,107.2,29.7,25.5,30.1,22.0,0.5628,0.6126,0.4589999999999999,0.4708,0.4744,0.437
2035,22200220,1610612756,PHX,1610612744,GSW,2022-23,36,33,2022-11-16,69,28.7,20.5,27.1,20.0,22.8,24.1,99.6,106.0,27.4,22.0,29.8,22.0,0.5535,0.5743,0.4803,0.4871000000000001,0.437,0.4744
2018,22200223,1610612746,LAC,1610612765,DET,2022-23,15,23,2022-11-17,38,28.0,17.0,30.2,23.0,21.3,22.6,100.2,100.0,24.7,18.0,30.5,23.0,0.594,0.4479,0.5053,0.4926999999999999,0.4072,0.2528
2019,22200223,1610612765,DET,1610612746,LAC,2022-23,23,15,2022-11-17,38,25.5,21.0,28.4,22.0,22.4,22.8,106.6,95.6,31.0,25.5,30.8,25.0,0.4479,0.594,0.3915999999999999,0.4741000000000001,0.2528,0.4072
2016,22200222,1610612759,SAS,1610612758,SAC,2022-23,28,37,2022-11-17,65,28.4,22.0,25.5,21.0,24.2,23.0,100.0,100.2,30.8,25.0,31.0,25.5,0.5441,0.5685,0.4741000000000001,0.3915999999999999,0.3478,0.33890000000000003
2017,22200222,1610612758,SAC,1610612759,SAS,2022-23,37,28,2022-11-17,65,29.1,23.5,27.2,24.0,23.0,24.2,103.8,97.6,30.5,23.0,24.7,18.0,0.554,0.5204,0.4751999999999999,0.4535,0.33890000000000003,0.3478
2014,22200221,1610612757,POR,1610612751,BKN,2022-23,28,28,2022-11-17,56,27.2,24.0,29.1,23.5,22.6,21.3,95.6,106.6,29.3,25.0,25.0,18.5,0.5204,0.554,0.4535,0.4751999999999999,0.3963,0.3728
2015,22200221,1610612751,BKN,1610612757,POR,2022-23,28,28,2022-11-17,56,30.2,23.0,28.0,17.0,22.8,22.4,97.6,103.8,25.0,18.5,29.3,25.0,0.5685,0.5441,0.4926999999999999,0.5053,0.3728,0.3963
1998,22200234,1610612765,DET,1610612747,LAL,2022-23,37,30,2022-11-18,67,24.9,21.0,28.6,20.5,21.9,23.9,105.8,100.0,29.0,19.5,28.9,23.5,0.4483,0.5966,0.3919999999999999,0.5177,0.25279999999999997,0.47000000000000003
2009,22200224,1610612748,MIA,1610612764,WAS,2022-23,31,33,2022-11-18,64,30.8,25.5,26.9,19.0,22.4,22.8,100.0,100.0,29.3,25.5,31.7,28.5,0.5801999999999999,0.5958,0.4768999999999999,0.5612999999999999,0.47000000000000003,0.25279999999999997
1994,22200228,1610612754,IND,1610612745,HOU,2022-23,10,25,2022-11-18,35,27.2,20.5,30.3,21.5,23.2,23.2,107.0,104.6,30.5,26.0,30.7,22.5,0.49,0.5438,0.4135,0.5055000000000001,0.3188000000000001,0.42279999999999995
2005,22200226,1610612755,PHI,1610612749,MIL,2022-23,24,34,2022-11-18,58,28.5,21.0,28.2,22.5,21.1,21.0,100.0,100.0,26.6,20.5,28.1,18.5,0.5727,0.553,0.4907999999999999,0.4502,0.42279999999999995,0.3188000000000001
1993,22200230,1610612743,DEN,1610612742,DAL,2022-23,27,29,2022-11-18,56,32.1,25.5,29.2,24.0,22.8,22.4,105.4,102.4,26.7,21.0,27.2,16.5,0.6509,0.5706,0.5612999999999999,0.4768999999999999,0.4805,0.3949
2010,22200229,1610612760,OKC,1610612763,MEM,2022-23,28,33,2022-11-18,61,31.2,27.0,30.5,22.0,23.2,23.2,107.0,101.8,32.9,24.5,27.4,22.5,0.5981,0.5225,0.5303000000000001,0.4883999999999999,0.3949,0.4805
2007,22200227,1610612741,CHI,1610612753,ORL,2022-23,24,37,2022-11-18,61,26.4,21.0,27.0,21.5,22.3,21.3,102.4,105.4,28.6,21.5,29.3,21.0,0.5147999999999999,0.5605,0.4637,0.4933999999999999,0.32530000000000003,0.3889
2002,22200233,1610612744,GSW,1610612752,NYK,2022-23,35,19,2022-11-18,54,30.0,23.5,27.6,20.0,22.3,23.1,104.2,99.0,29.6,25.5,27.5,22.5,0.5738,0.6026999999999999,0.4883999999999999,0.5303000000000001,0.3889,0.32530000000000003
2011,22200229,1610612763,MEM,1610612760,OKC,2022-23,33,28,2022-11-18,61,31.0,21.5,27.1,19.5,24.4,22.9,101.8,107.0,26.4,23.0,31.2,23.0,0.5706,0.6509,0.5055000000000001,0.4135,0.3619,0.358
1996,22200231,1610612738,BOS,1610612740,NOP,2022-23,40,25,2022-11-18,65,30.1,26.5,31.3,25.5,22.3,24.7,104.6,100.8,27.2,16.5,26.7,21.0,0.5605,0.5147999999999999,0.4740999999999999,0.4807,0.358,0.3619
1995,22200228,1610612745,HOU,1610612754,IND,2022-23,25,10,2022-11-18,35,27.8,23.0,30.6,23.5,21.3,22.3,99.4,99.4,31.7,28.5,29.3,25.5,0.5966,0.4483,0.501,0.4485,0.43549999999999994,0.43069999999999997
2001,22200225,1610612739,CLE,1610612766,CHA,2022-23,28,14,2022-11-18,42,30.5,22.0,31.2,27.0,23.1,22.3,103.0,100.0,31.2,23.0,26.4,23.0,0.5667000000000001,0.6186999999999999,0.4842000000000001,0.469,0.43069999999999997,0.43549999999999994
1999,22200234,1610612747,LAL,1610612765,DET,2022-23,30,37,2022-11-18,67,27.0,21.5,26.4,21.0,23.9,21.9,105.6,100.8,30.7,22.5,30.5,26.0,0.5123,0.5732999999999999,0.4485,0.501,0.3936,0.40009999999999996
1992,22200230,1610612742,DAL,1610612743,DEN,2022-23,29,27,2022-11-18,56,29.2,24.0,32.1,25.5,22.1,22.5,99.0,104.2,28.2,19.5,27.8,22.0,0.5732999999999999,0.5123,0.4767,0.4547999999999999,0.40009999999999996,0.3936
2003,22200233,1610612752,NYK,1610612744,GSW,2022-23,19,35,2022-11-18,54,30.3,21.5,27.2,20.5,24.7,22.3,104.6,107.0,29.3,21.5,28.8,24.0,0.5483,0.5189,0.462,0.5378000000000001,0.4083,0.381
2006,22200227,1610612753,ORL,1610612741,CHI,2022-23,37,24,2022-11-18,61,28.2,22.5,28.5,21.0,21.0,21.1,99.4,102.4,29.3,21.0,28.6,21.5,0.5958,0.5801999999999999,0.5378000000000001,0.462,0.381,0.4083
2013,22200232,1610612756,PHX,1610612762,UTA,2022-23,35,42,2022-11-18,77,28.6,20.5,24.9,21.0,23.0,23.5,100.0,105.8,27.8,22.0,28.2,19.5,0.553,0.5727,0.4807,0.4740999999999999,0.4199,0.3733000000000001
2008,22200224,1610612764,WAS,1610612748,MIA,2022-23,33,31,2022-11-18,64,26.9,19.0,30.8,25.5,22.5,22.1,102.4,99.4,28.1,18.5,26.6,20.5,0.5189,0.5483,0.4502,0.4907999999999999,0.3733000000000001,0.4199
2000,22200225,1610612766,CHA,1610612739,CLE,2022-23,14,28,2022-11-18,42,27.1,19.5,31.0,21.5,22.9,24.4,100.0,103.0,28.9,23.5,29.0,19.5,0.5225,0.5981,0.4547999999999999,0.4767,0.35719999999999996,0.49559999999999993
2004,22200226,1610612749,MIL,1610612755,PHI,2022-23,34,24,2022-11-18,58,31.3,25.5,30.1,26.5,23.5,23.0,99.4,99.4,28.8,24.0,29.3,21.5,0.6026999999999999,0.5738,0.4933999999999999,0.4637,0.49559999999999993,0.35719999999999996
2012,22200232,1610612762,UTA,1610612756,PHX,2022-23,42,35,2022-11-18,77,30.6,23.5,27.8,23.0,21.5,22.1,100.8,105.6,27.5,22.5,29.6,25.5,0.6186999999999999,0.5667000000000001,0.5177,0.3919999999999999,0.43249999999999994,0.4389
1997,22200231,1610612740,NOP,1610612738,BOS,2022-23,25,40,2022-11-18,65,27.6,20.0,30.0,23.5,22.1,21.5,100.8,104.6,27.4,22.5,32.9,24.5,0.5438,0.49,0.469,0.4842000000000001,0.4389,0.43249999999999994
1983,22200235,1610612761,TOR,1610612737,ATL,2022-23,31,29,2022-11-19,60,27.6,22.5,32.4,24.5,24.2,21.0,104.4,103.2,29.8,25.5,29.9,22.0,0.4870000000000001,0.5178,0.4298999999999999,0.5117,0.32489999999999997,0.4324
1990,22200237,1610612755,PHI,1610612750,MIN,2022-23,23,33,2022-11-19,56,28.2,21.0,30.3,21.5,21.2,22.0,101.0,100.2,26.5,20.5,29.3,25.0,0.5645,0.6153,0.4832000000000001,0.5373,0.4324,0.32489999999999997
1988,22200236,1610612754,IND,1610612753,ORL,2022-23,22,28,2022-11-19,50,25.9,14.0,27.0,15.0,22.8,21.2,106.2,104.2,29.7,25.5,31.6,25.0,0.4758000000000001,0.5821000000000001,0.4039,0.4408,0.2938,0.36970000000000003
1984,22200239,1610612746,LAC,1610612759,SAS,2022-23,40,22,2022-11-19,62,27.0,15.0,25.9,14.0,21.2,22.8,101.0,96.0,25.2,19.5,28.0,22.5,0.5702999999999999,0.5435,0.4883999999999998,0.5509000000000001,0.36970000000000003,0.2938
1991,22200237,1610612750,MIN,1610612755,PHI,2022-23,33,23,2022-11-19,56,30.3,21.5,28.2,21.0,22.5,24.1,104.2,106.2,29.7,22.0,29.8,23.5,0.5821000000000001,0.4758000000000001,0.5117,0.4298999999999999,0.368,0.4109999999999999
1989,22200236,1610612753,ORL,1610612754,IND,2022-23,28,22,2022-11-19,50,29.7,23.5,26.9,24.0,21.0,24.2,100.2,100.8,29.8,23.5,29.7,22.0,0.6153,0.5645,0.5509000000000001,0.4883999999999998,0.4109999999999999,0.368
1986,22200238,1610612757,POR,1610612762,UTA,2022-23,23,20,2022-11-19,43,26.9,24.0,29.7,23.5,23.0,23.9,96.0,101.0,29.3,25.0,26.5,20.5,0.5178,0.4870000000000001,0.4497,0.4766,0.4046,0.1918
1982,22200235,1610612737,ATL,1610612761,TOR,2022-23,29,31,2022-11-19,60,25.5,19.5,27.6,22.0,24.1,22.5,103.2,104.4,29.9,22.0,29.8,25.5,0.4681999999999999,0.6446999999999999,0.4408,0.4039,0.1918,0.4046
1987,22200238,1610612762,UTA,1610612757,POR,2022-23,20,23,2022-11-19,43,32.4,24.5,27.6,22.5,22.0,21.2,100.8,100.2,28.0,22.5,25.2,19.5,0.6446999999999999,0.4681999999999999,0.5373,0.4832000000000001,0.46080000000000004,0.349
1985,22200239,1610612759,SAS,1610612746,LAC,2022-23,22,40,2022-11-19,62,27.6,22.0,25.5,19.5,23.9,23.0,100.2,101.0,31.6,25.0,29.7,25.5,0.5435,0.5702999999999999,0.4766,0.4497,0.349,0.46080000000000004
1973,22200247,1610612747,LAL,1610612759,SAS,2022-23,34,20,2022-11-20,54,27.8,22.0,25.7,21.0,22.9,22.3,104.8,97.0,31.8,22.5,30.1,23.0,0.5283,0.6028,0.4618,0.5109,0.43809999999999993,0.4128
1981,22200243,1610612751,BKN,1610612763,MEM,2022-23,28,29,2022-11-20,57,30.4,23.0,28.7,24.0,22.8,24.5,98.0,100.6,25.2,18.5,26.8,23.0,0.5707,0.6603,0.4883999999999999,0.4843,0.4128,0.43809999999999993
1968,22200242,1610612765,DET,1610612758,SAC,2022-23,33,38,2022-11-20,71,25.7,21.0,27.8,22.0,22.3,23.0,104.2,98.4,28.3,19.5,27.8,18.5,0.4661,0.5664,0.4107999999999999,0.4358000000000001,0.2614,0.41430000000000006
1966,22200246,1610612742,DAL,1610612743,DEN,2022-23,25,25,2022-11-20,50,29.6,25.5,30.9,25.5,22.2,23.2,98.4,104.2,28.2,19.5,29.3,22.0,0.5853999999999999,0.5117,0.4843,0.4883999999999999,0.41430000000000006,0.2614
1972,22200247,1610612759,SAS,1610612747,LAL,2022-23,20,34,2022-11-20,54,27.2,20.0,31.3,21.5,23.6,23.4,99.8,100.4,33.3,27.5,29.5,19.0,0.5435,0.5955999999999999,0.4781000000000001,0.4981,0.37170000000000003,0.3957
1976,22200244,1610612739,CLE,1610612748,MIA,2022-23,28,27,2022-11-20,55,30.0,22.0,32.2,26.0,23.0,22.3,100.4,99.8,29.2,17.5,29.3,21.5,0.5703,0.5702999999999999,0.493,0.4734,0.3957,0.37170000000000003
1967,22200246,1610612743,DEN,1610612742,DAL,2022-23,25,25,2022-11-20,50,32.2,26.0,30.0,22.0,22.5,22.8,103.6,104.2,27.4,22.5,28.1,22.0,0.6603,0.5707,0.5678,0.4997,0.5034000000000001,0.40659999999999996
1975,22200241,1610612764,WAS,1610612766,CHA,2022-23,35,27,2022-11-20,62,28.7,24.0,30.4,23.0,22.3,22.9,102.8,100.2,27.8,18.5,28.3,19.5,0.5644,0.5587000000000001,0.486,0.4963,0.40659999999999996,0.5034000000000001
1980,22200243,1610612763,MEM,1610612751,BKN,2022-23,29,28,2022-11-20,57,31.3,21.5,27.2,20.0,24.5,22.8,102.2,99.2,26.8,23.0,25.2,18.5,0.5664,0.4661,0.4997,0.5678,0.35540000000000005,0.4338
1979,22200240,1610612756,PHX,1610612752,NYK,2022-23,28,22,2022-11-20,50,30.0,21.5,30.0,23.5,23.2,22.2,100.6,98.0,29.3,22.0,28.2,19.5,0.5702999999999999,0.5703,0.4963,0.486,0.4338,0.35540000000000005
1970,22200245,1610612744,GSW,1610612745,HOU,2022-23,40,28,2022-11-20,68,31.2,24.5,29.2,20.0,22.2,24.4,105.2,105.4,28.1,22.0,27.4,22.5,0.5955999999999999,0.5435,0.4981,0.4781000000000001,0.4302,0.3578
1969,22200242,1610612758,SAC,1610612765,DET,2022-23,38,33,2022-11-20,71,30.0,23.5,30.0,21.5,23.4,23.6,104.2,103.6,30.1,23.0,31.8,22.5,0.5587000000000001,0.5644,0.4751999999999999,0.4241,0.3578,0.4302
1971,22200245,1610612745,HOU,1610612744,GSW,2022-23,28,40,2022-11-20,68,28.0,23.0,25.1,16.0,20.8,22.6,99.2,102.2,29.5,19.0,33.3,27.5,0.6028,0.5283,0.5109,0.4618,0.4222,0.47800000000000004
1977,22200244,1610612748,MIA,1610612739,CLE,2022-23,27,28,2022-11-20,55,30.9,25.5,29.6,25.5,22.6,20.8,100.2,102.8,29.5,25.5,29.3,24.0,0.5760000000000001,0.4851999999999999,0.4734,0.493,0.47800000000000004,0.4222
1978,22200240,1610612752,NYK,1610612756,PHX,2022-23,22,28,2022-11-20,50,29.2,20.0,31.2,24.5,24.4,22.2,105.4,105.2,29.3,21.5,29.2,17.5,0.5117,0.5853999999999999,0.4358000000000001,0.4107999999999999,0.3458,0.3198
1974,22200241,1610612766,CHA,1610612764,WAS,2022-23,27,35,2022-11-20,62,25.1,16.0,28.0,23.0,22.8,22.5,97.0,104.8,29.3,24.0,29.5,25.5,0.4851999999999999,0.5760000000000001,0.4241,0.4751999999999999,0.3198,0.3458
1954,22200254,1610612760,OKC,1610612752,NYK,2022-23,34,38,2022-11-21,72,31.3,27.5,28.0,15.0,23.6,21.2,107.8,101.0,33.7,25.5,28.0,22.0,0.5974,0.5831,0.522,0.5113,0.44489999999999996,0.3644
1959,22200248,1610612739,CLE,1610612737,ATL,2022-23,38,26,2022-11-21,64,29.3,22.0,25.4,19.5,23.3,21.8,101.0,101.6,28.9,17.5,29.8,22.0,0.5467,0.5048999999999999,0.4831,0.483,0.3644,0.44489999999999996
1953,22200251,1610612749,MIL,1610612757,POR,2022-23,30,32,2022-11-21,62,31.5,25.5,28.2,20.0,22.8,22.9,100.0,105.2,28.2,23.5,29.1,22.5,0.6214999999999999,0.6003999999999999,0.5077,0.5113000000000001,0.5012000000000001,0.3843
1962,22200249,1610612753,ORL,1610612754,IND,2022-23,28,27,2022-11-21,55,29.1,23.5,26.0,23.0,21.2,23.6,101.0,104.2,29.1,22.5,28.2,23.5,0.6003999999999999,0.6214999999999999,0.5368,0.4384,0.3843,0.5012000000000001
1958,22200248,1610612737,ATL,1610612739,CLE,2022-23,26,38,2022-11-21,64,25.4,19.5,29.3,22.0,24.0,24.0,104.2,101.0,29.8,22.0,28.9,17.5,0.4591999999999999,0.5771,0.4384,0.5368,0.1648,0.42889999999999995
1964,22200253,1610612740,NOP,1610612744,GSW,2022-23,35,16,2022-11-21,51,28.3,23.5,25.9,21.0,22.6,21.4,102.0,103.8,28.9,22.5,29.1,25.5,0.5538000000000001,0.6319999999999999,0.478,0.4575999999999999,0.42889999999999995,0.1648
1960,22200255,1610612746,LAC,1610612762,UTA,2022-23,34,24,2022-11-21,58,28.0,15.0,31.3,27.5,21.4,22.6,100.6,104.6,25.1,19.5,29.5,21.5,0.5888,0.6167,0.4921999999999999,0.426,0.39269999999999994,0.37820000000000004
1952,22200251,1610612757,POR,1610612749,MIL,2022-23,32,30,2022-11-21,62,26.0,23.0,29.1,23.5,22.6,22.6,96.8,103.4,29.0,23.5,28.7,25.5,0.5048999999999999,0.5467,0.4405,0.4075,0.37820000000000004,0.39269999999999994
1957,22200252,1610612750,MIN,1610612748,MIA,2022-23,30,33,2022-11-21,63,30.8,21.5,31.3,27.5,22.9,22.8,103.8,102.0,29.5,21.5,25.1,19.5,0.5806,0.4988,0.5113,0.522,0.35550000000000004,0.3743
1951,22200250,1610612738,BOS,1610612741,CHI,2022-23,23,28,2022-11-21,51,30.7,26.5,32.1,23.0,22.6,22.4,104.6,100.6,28.2,19.5,30.0,24.0,0.5771,0.4591999999999999,0.4842000000000001,0.5246000000000001,0.3743,0.35550000000000004
1955,22200254,1610612752,NYK,1610612760,OKC,2022-23,38,34,2022-11-21,72,28.2,20.0,31.5,25.5,24.0,24.0,105.2,100.0,30.0,24.0,28.2,19.5,0.4988,0.5806,0.426,0.4921999999999999,0.33,0.4423
1956,22200252,1610612748,MIA,1610612750,MIN,2022-23,33,30,2022-11-21,63,31.3,27.5,30.8,21.5,22.6,22.9,101.0,107.8,29.1,25.5,28.9,22.5,0.5831,0.5974,0.483,0.4831,0.4423,0.33
1963,22200249,1610612754,IND,1610612753,ORL,2022-23,27,28,2022-11-21,55,25.4,14.0,31.5,24.5,22.6,22.6,107.0,102.2,28.7,25.5,29.0,23.5,0.4780999999999999,0.5043,0.4075,0.4405,0.2854,0.2967
